TOPICS,PULSARID,PUBLISHEDAT,WEEK_TAG
Fumio Kishida,0_87317_126_t1_j0ivnzt,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Empire of Japan,0_87317_126_t1_j0ivnzt,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Security,0_87317_126_t1_j0ivnzt,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Arms industry,0_87317_126_t1_j0ivnzt,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warships,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shipping,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships of the United States,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Watercraft,0_87317_9_23624188255780587,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Wars,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military operations,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Japan,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
World War II,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare of the late modern period,0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Republic of China (1912–1949),0_87317_126_t1_j0ikjwh,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign relations,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of Asia,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Diplomacy,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign policy,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China–Japan relations,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Empire of Japan,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Japan,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of East Asia,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fumio Kishida,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of China,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political status of Taiwan,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
U.S.-Japan Alliance,0_87317_16_9641da3b737ea9ae29129ee5d321e900,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Wars,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military operations,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare of the late modern period,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
2nd-millennium conflicts,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global conflicts,0_87317_126_t1_j0idr7q,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0idil3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political ideologies,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political theories,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Forms of government,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political science,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Human rights,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social issues,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ideologies,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Justice,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Issues in ethics,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Authoritarianism,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social institutions,0_87317_9_10562100693628138,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrography,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrology,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aquatic ecology,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural environment,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fisheries science,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical oceanography,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal and oceanic landforms,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal geography,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Marine biology,0_87317_126_t1_j0i8oeq,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Human rights abuses,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Human rights,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International criminal law,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Crimes,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Issues in ethics,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International law,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Injustice,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Justice,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Man-made disasters,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Slavery,0_87317_9_25626265230940165,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fish,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fishing,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fisheries science,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fish and humans,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Marine conservation,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shark fin soup,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shark,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shark finning,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Animals,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fishing industry,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sharks,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Overfishing,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural resources,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conservation biology,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Primary sector of the economy,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural environment,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
United States,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Environmental protection,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Marine biology,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Elasmobranchii,0_87317_16_084f721a6e9dafc8cd4b0fd6b5f571f3,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political violence,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Violent conflict,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Traditions,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Entertainment events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Walking,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Walking events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ceremonies,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Marching,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military science,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military sociology,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military traditions,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military marching,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Parades,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military commands,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military life,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military ceremonies,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military parades,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social conflict,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Defense,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Organized events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military parade,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Rituals,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Meetings,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Festivals,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cultural geography,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Freedom of assembly,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social conventions,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Protests,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tradition,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government institutions,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Public sphere,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cultural heritage,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cultural events,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Activism,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hobbies,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Urban geography,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Outdoor recreation,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Tourist attractions,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Entertainment,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Culture,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Folklore,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Rules,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Streets,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical exercise,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Human power,0_87317_9_48443920649312381,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_9_25443229432380831,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_9_25443229432380831,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_9_25443229432380831,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_9_25443229432380831,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Diplomacy,0_87317_9_25443229432380831,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Jason Bourne,0_87317_126_t1_j0hwihe,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_126_t1_j0hwihe,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political science,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Wars,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political theories,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign policy,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
World War II,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Expansionism,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Diplomacy,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0hsdu0,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military technology,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warships,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval warfare,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shipping,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Watercraft,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Missiles,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Missile types,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Anti-ship missile,0_87317_126_t1_j0hr4f8,2022-12-16,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
